"","ccg19cd","year","Treatable_Mortality_Rate","Preventatable_Mortality_Rate","dept","RGN19CD","RGN19NM","id","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Local_Authority_Expenditure","Claimant_percent","Managerial_occupation","Professional_occupation","GDHI_per_person","Local_Authority_Spend_per_pop","CCGpop","Total_Rural_population_2011","Total_Urban_population_2011","RUC11CD","RUC11","Broad_RUC11","OBJECTID","IMD_2019_Extent","Health_Proportion_10_per","X","X.1","X.2","X.3","professional_and_managerial"
"485","E38000063","2015",86.7,158.2,"NHS_GYAW_CCG","E12000006","East of England",52,4.75,23,2,170939.5,47608.5,2.2,NA,NA,17054.5,0.305911682799439,215299,64284,148247,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",60,0.3035,0.1269,NA,NA,NA,NA,NA
"486","E38000063","2018",84.8,157.8,"NHS_GYAW_CCG","E12000006","East of England",52,5.2,21.6,3.05,173809.5,51960.5,3.7,NA,NA,17798.5,0.316664895933635,217681,64284,148247,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",60,0.3035,0.1269,NA,NA,NA,NA,NA
"487","E38000063","2011",87.9,170.1,"NHS_GYAW_CCG","E12000006","East of England",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64284,148247,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",60,0.3035,0.1269,NA,NA,NA,NA,NA
"488","E38000063","2012",99.1,159,"NHS_GYAW_CCG","E12000006","East of England",52,6.55,21.9,2.6,168973.5,55126,4.85,NA,NA,15400,0.373476165296339,213295,64284,148247,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",60,0.3035,0.1269,NA,NA,NA,NA,NA
"489","E38000063","2013",90.3,156.1,"NHS_GYAW_CCG","E12000006","East of England",52,7.55,22.5,2.15,169581,48769,3.8,NA,NA,15751,0.311275502336235,213950,64284,148247,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",60,0.3035,0.1269,NA,NA,NA,NA,NA
"490","E38000064","2018",101.1,144.6,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,5.2,33.1,19.7,438727,781430,3.2,NA,NA,16743,1.78113040683614,245977,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"491","E38000064","2011",96.4,155.8,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"492","E38000064","2012",89,140.8,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,8,30.8,15.9,425346,794775,4.7,NA,NA,14326,1.86853761408359,238638,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"493","E38000064","2019",82.3,138.9,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,2.8,31.8,17.4,439787,789990,3.5,NA,NA,17288,1.79630139135536,246604,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"494","E38000064","2016",99.2,142.7,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,6.2,29.3,18.9,435236,786366,2,NA,NA,15772,1.80675771305682,243872,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"495","E38000064","2013",76.1,162.3,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,7.3,31.2,17.2,427831,781222,3.7,NA,NA,14764,1.82600606314175,240029,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"496","E38000064","2010",97.8,NA,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"497","E38000064","2015",88.4,142.1,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,4.7,32.6,18.5,432855,795173,2,NA,NA,15869,1.83704242760278,242805,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"498","E38000064","2014",87,143.1,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,7.4,28.5,21.8,429998,781222,2.5,NA,NA,15099,1.81680379908744,240780,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"499","E38000064","2017",87.7,143.6,"NHS_GHUD_CCG","E12000003","Yorkshire and The Humber",53,4,32.8,17.6,437145,801985,2.1,NA,NA,16080,1.83459721602672,245043,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,0.2236,0.0556,NA,NA,NA,NA,NA
"500","E38000066","2011",93,170.3,"NHS_GREE_CCG","E12000007","London",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"501","E38000066","2012",110.4,169,"NHS_GREE_CCG","E12000007","London",54,10.7,42.1,31.9,259986,709151,4.5,NA,NA,19510,2.72765071965414,259986,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"502","E38000066","2014",92.1,164.2,"NHS_GREE_CCG","E12000007","London",54,10.7,40.8,33,268853,698024,2.4,NA,NA,20770,2.59630355621845,268853,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"503","E38000066","2015",95.6,170.7,"NHS_GREE_CCG","E12000007","London",54,7.9,42.3,34.4,274542,735342,2.1,NA,NA,21786,2.67843171536596,274542,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"504","E38000066","2013",93,162.9,"NHS_GREE_CCG","E12000007","London",54,10.9,43.7,34.2,264097,698024,3.3,NA,NA,20243,2.64305917901377,264097,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"505","E38000066","2010",113.4,NA,"NHS_GREE_CCG","E12000007","London",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"506","E38000066","2016",93.3,159.9,"NHS_GREE_CCG","E12000007","London",54,7.2,45.9,39.6,279139,726112,2,NA,NA,22262,2.60125600507274,279139,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"507","E38000066","2017",95.1,141.7,"NHS_GREE_CCG","E12000007","London",54,6.2,53.5,33.7,282849,726895,2.1,NA,NA,22419,2.5699047901884,282849,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"508","E38000066","2018",100,141.7,"NHS_GREE_CCG","E12000007","London",54,6.3,51.5,34.2,286186,890039,2,NA,NA,23351,3.11000188688475,286186,0,254557,6,"Urban with Major Conurbation","Predominantly Urban",63,0.2017,0.0066,NA,NA,NA,NA,NA
"509","E38000068","2011",112.8,204.9,"NHS_HALT_CCG","E12000002","North West",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"510","E38000068","2015",94.3,184.4,"NHS_HALT_CCG","E12000002","North West",55,5,22.3,1.5,126719,291247,2.7,NA,NA,16129,2.29836883182475,126719,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"511","E38000068","2017",110,206.6,"NHS_HALT_CCG","E12000002","North West",55,4.4,27.5,1.6,127595,287968,3.5,NA,NA,16921,2.25689094400251,127595,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"512","E38000068","2014",127.7,196.5,"NHS_HALT_CCG","E12000002","North West",55,6.3,25.6,1.6,126501,309097,2.6,NA,NA,15371,2.44343522976103,126501,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"513","E38000068","2010",122.4,NA,"NHS_HALT_CCG","E12000002","North West",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"514","E38000068","2016",94.1,197.2,"NHS_HALT_CCG","E12000002","North West",55,4.5,26.6,1.3,127306,296751,2.7,NA,NA,16456,2.33100560853377,127306,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"515","E38000068","2018",99,194.1,"NHS_HALT_CCG","E12000002","North West",55,4.4,26.5,1.4,128432,329477,4,NA,NA,17480,2.5653809019559,128432,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"516","E38000068","2019",94.6,188.2,"NHS_HALT_CCG","E12000002","North West",55,2.8,29,2,129410,339085,3.9,NA,NA,17907,2.6202380032455,129410,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"517","E38000068","2012",117.3,216.6,"NHS_HALT_CCG","E12000002","North West",55,10.7,24.5,1.4,125781,305367,5,NA,NA,14698,2.42776730984807,125781,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"518","E38000068","2013",102.2,206.1,"NHS_HALT_CCG","E12000002","North West",55,10.4,25,1.3,126074,309097,4,NA,NA,15109,2.45171089994765,126074,3148,122598,4,"Urban with City and Town","Predominantly Urban",64,0.4678,0.4557,NA,NA,NA,NA,NA
"519","E38000069","2017",63,114.3,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,4.5,29.3666666666667,1.9,84262.3333333333,31653.6666666667,1.46666666666667,NA,NA,19738.3333333333,0.358768099646594,153164,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"520","E38000069","2010",79.6,NA,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"521","E38000069","2011",82.8,125,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"522","E38000069","2013",66.2,119.2,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,8.1,33.6,2.23333333333333,84074.6666666667,33300.6666666667,2.03333333333333,NA,NA,17857.6666666667,0.37454896759828,153676,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"523","E38000069","2016",69.8,105.4,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,3.1,28.7333333333333,4.1,84208,31237.3333333333,1.2,NA,NA,19225,0.354003547207664,153404,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"524","E38000069","2014",68.4,112.2,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,6.1,28.4,4.1,83626.3333333333,33300.6666666667,1.23333333333333,NA,NA,18122.6666666667,0.376958518133489,152195,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"525","E38000069","2015",76.7,106.8,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,NA,31.6,2.3,83576,32509.3333333333,1.13333333333333,NA,NA,19280,0.373299302544958,151909,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"526","E38000069","2012",70.1,121.9,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,8.26666666666667,33.2666666666667,2.8,84088,35841.6666666667,2.73333333333333,NA,NA,17509.3333333333,0.410059004260083,153322,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"527","E38000069","2018",69.6,113.5,"NHS_HRAW_CCG","E12000003","Yorkshire and The Humber",56,6.4,37.1333333333333,1.75,84371.3333333333,31666.6666666667,1.73333333333333,NA,NA,20716,0.359768393170066,152950,109180,41849,1,"Mainly Rural (rural including hub towns >=80%) ","Predominantly Rural",65,0.0305,0.0211,NA,NA,NA,NA,NA
"528","E38000070","2010",105.2,NA,"NHS_HAF_CCG","E12000007","London",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"529","E38000070","2011",120.3,192.4,"NHS_HAF_CCG","E12000007","London",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"530","E38000070","2012",98.9,166.1,"NHS_HAF_CCG","E12000007","London",57,9.4,58.8,29.4,182117,494053,3.5,NA,NA,32093,2.71283295903183,182117,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"531","E38000070","2013",83.4,174.5,"NHS_HAF_CCG","E12000007","London",57,6,60.5,25.6,181421,436308,3,NA,NA,35892,2.40494760804978,181421,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"532","E38000070","2014",84,135,"NHS_HAF_CCG","E12000007","London",57,5.4,66.6,26.8,181679,436308,2.4,NA,NA,37905,2.40153237303156,181679,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"533","E38000070","2015",89.2,183.9,"NHS_HAF_CCG","E12000007","London",57,4.9,66.7,29.6,182183,423497,2.2,NA,NA,39533,2.32456925179627,182183,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"534","E38000070","2016",72.8,170.6,"NHS_HAF_CCG","E12000007","London",57,3.1,60.6,29.3,181783,425830,2.4,NA,NA,39217,2.34251827728666,181783,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"535","E38000070","2017",69.8,157.1,"NHS_HAF_CCG","E12000007","London",57,3.9,65.6,31.1,182998,429259,3.1,NA,NA,39665,2.34570323172931,182998,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"536","E38000070","2018",87.1,160.6,"NHS_HAF_CCG","E12000007","London",57,5.2,63.1,32.3,185426,461939,3.3,NA,NA,42335,2.49123100320343,185426,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"537","E38000070","2019",85,148.8,"NHS_HAF_CCG","E12000007","London",57,3.6,70,28,185143,496978,3.5,NA,NA,43040,2.68429268187293,185143,0,182493,6,"Urban with Major Conurbation","Predominantly Urban",66,0.1644,0.0088,NA,NA,NA,NA,NA
"538","E38000072","2013",99.2,134.8,"NHS_HARI_CCG","E12000007","London",58,8.6,52.6,37.2,261033,631481,4.2,NA,NA,24344,2.41916156194811,261033,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"539","E38000072","2014",96.4,160.3,"NHS_HARI_CCG","E12000007","London",58,8.3,46.4,36.2,264398,631481,3,NA,NA,25491,2.38837283186711,264398,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"540","E38000072","2015",91.5,144.8,"NHS_HARI_CCG","E12000007","London",58,5.6,49.3,35.8,268251,676523,2.4,NA,NA,27170,2.52197755087586,268251,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"541","E38000072","2012",104.3,155.3,"NHS_HARI_CCG","E12000007","London",58,8.3,52.1,35.3,257898,650782,5.3,NA,NA,23850,2.52340847932128,257898,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"542","E38000072","2016",87.2,128.4,"NHS_HARI_CCG","E12000007","London",58,4.7,52.3,36,272078,697069,2.4,NA,NA,26849,2.56201897985137,272078,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"543","E38000072","2017",84.3,133.9,"NHS_HARI_CCG","E12000007","London",58,7.8,54,30.5,271224,697898,2.4,NA,NA,27713,2.57314249476447,271224,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"544","E38000072","2010",112.2,NA,"NHS_HARI_CCG","E12000007","London",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"545","E38000072","2011",100.7,148.4,"NHS_HARI_CCG","E12000007","London",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"546","E38000072","2018",76.7,122.1,"NHS_HARI_CCG","E12000007","London",58,4.9,53.7,32.6,270624,695143,2.5,NA,NA,29225,2.56866722833156,270624,0,254926,6,"Urban with Major Conurbation","Predominantly Urban",68,0.321,0.0069,NA,NA,NA,NA,NA
"547","E38000073","2013",57,97.1,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,1.9,46.3,3,159679,65572,1,NA,NA,21854,0.41064886428397,159679,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"548","E38000073","2010",82,NA,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"549","E38000073","2016",70.9,115.1,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,2,42.9,1.2,159768,64014,0.9,NA,NA,23931,0.400668469280457,159768,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"550","E38000073","2017",68.6,122.1,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,4.3,42.5,1.9,160044,62938,1.4,NA,NA,24481,0.393254355052361,160044,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"551","E38000073","2014",70.7,106.6,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,4.1,45.5,5.6,159631,65572,0.7,NA,NA,22199,0.410772343717699,159631,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"552","E38000073","2018",72.5,128,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,2.2,44.1,1.7,160533,65981,1.4,NA,NA,26009,0.411012066054954,160533,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"553","E38000073","2011",74.2,132.8,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"554","E38000073","2012",72.3,124.1,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,3.1,39.5,1.5,159396,67550,1.6,NA,NA,21328,0.42378729704635,159396,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"555","E38000073","2015",73.3,133.6,"NHS_HARD_CCG","E12000003","Yorkshire and The Humber",59,2.5,39.7,3.4,159916,65283,0.5,NA,NA,23852,0.408233072362991,159916,51899,105970,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",69,0.0128,0.0096,NA,NA,NA,NA,NA
"556","E38000074","2012",86.9,102.9,"NHS_HARR_CCG","E12000007","London",60,8.5,46.6,57,241978,409024,2.3,NA,NA,22387,1.69033548504409,241978,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"557","E38000074","2017",64.5,88.7,"NHS_HARR_CCG","E12000007","London",60,3.5,48.8,51.2,248880,366254,1.1,NA,NA,27242,1.47160880745741,248880,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"558","E38000074","2010",83.1,NA,"NHS_HARR_CCG","E12000007","London",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"559","E38000074","2019",75.3,89.5,"NHS_HARR_CCG","E12000007","London",60,5.3,50.1,55.6,251160,441284,2.1,NA,NA,29284,1.75698359611403,251160,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"560","E38000074","2016",69.2,94.2,"NHS_HARR_CCG","E12000007","London",60,6.4,44.6,53,248697,414760,1.2,NA,NA,27016,1.66773222033237,248697,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"561","E38000074","2018",54.8,87.9,"NHS_HARR_CCG","E12000007","London",60,2.8,46.3,51.2,250149,429630,1.4,NA,NA,28177,1.71749637216219,250149,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"562","E38000074","2013",71,101.2,"NHS_HARR_CCG","E12000007","London",60,9.9,45.4,53.4,243004,403052,1.8,NA,NA,23635,1.65862290332669,243004,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"563","E38000074","2014",75.9,97.4,"NHS_HARR_CCG","E12000007","London",60,5.2,51.9,57.2,245149,403052,1.4,NA,NA,24440,1.64411031658298,245149,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"564","E38000074","2011",85.7,99.3,"NHS_HARR_CCG","E12000007","London",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"565","E38000074","2015",68.9,107.8,"NHS_HARR_CCG","E12000007","London",60,4.7,47.8,54.4,246818,408646,1.1,NA,NA,26306,1.65565720490402,246818,601,238455,6,"Urban with Major Conurbation","Predominantly Urban",70,0.0268,0,NA,NA,NA,NA,NA
"566","E38000075","2011",101.5,195.1,"NHS_HAST_CCG","E12000001","North East",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"567","E38000075","2012",100.6,184.7,"NHS_HAST_CCG","E12000001","North East",61,14.2,23,2.3,92261,218862,8.1,NA,NA,13858,2.37220494033232,284748,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"568","E38000075","2013",94.7,182.1,"NHS_HAST_CCG","E12000001","North East",61,15.4,23.8,2.1,92662,220317,6.8,NA,NA,13944,2.37764132006648,286095,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"569","E38000075","2014",95.9,204.4,"NHS_HAST_CCG","E12000001","North East",61,12,22.9,2.5,92606,220317,4.4,NA,NA,14393,2.37907910934497,287029,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"570","E38000075","2010",112.3,NA,"NHS_HAST_CCG","E12000001","North East",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"571","E38000075","2015",99.9,194.7,"NHS_HAST_CCG","E12000001","North East",61,10.1,24.4,2.5,92498,203780,4.5,NA,NA,14849,2.20307466107375,287626,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"572","E38000075","2016",100.9,194.3,"NHS_HAST_CCG","E12000001","North East",61,10.2,23.7,1.7,92845,192384,4.7,NA,NA,14919,2.07209865905542,288803,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"573","E38000075","2017",93.4,195.2,"NHS_HAST_CCG","E12000001","North East",61,11.5,22.4,1.6,93019,200528,6.6,NA,NA,15195,2.15577462668917,289506,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"574","E38000075","2018",94.6,185.9,"NHS_HAST_CCG","E12000001","North East",61,10.6,25.1,1.4,93242,207012,6.9,NA,NA,15527,2.22015829776281,290455,10709,272929,4,"Urban with City and Town","Predominantly Urban",71,0.3653,0.309,NA,NA,NA,NA,NA
"575","E38000076","2016",89.8,155.3,"NHS_HAR_CCG","E12000008","South East",62,7,32.15,4.05,93434.5,34707,1.85,NA,NA,18828.5,0.372229688682625,186869,47420,133422,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",72,0.2732,0.1081,NA,NA,NA,NA,NA
"576","E38000076","2017",102.1,148.7,"NHS_HAR_CCG","E12000008","South East",62,4.1,34.2,4.95,93905,43366.5,3,NA,NA,19081,0.462374239035337,187810,47420,133422,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",72,0.2732,0.1081,NA,NA,NA,NA,NA
"577","E38000076","2010",102.2,NA,"NHS_HAR_CCG","E12000008","South East",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47420,133422,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",72,0.2732,0.1081,NA,NA,NA,NA,NA
"578","E38000076","2015",94.8,165.4,"NHS_HAR_CCG","E12000008","South East",62,3.55,27.65,3.3,92564.5,34583,1.9,NA,NA,18470.5,0.37450103567536,185129,47420,133422,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",72,0.2732,0.1081,NA,NA,NA,NA,NA
"579","E38000076","2011",92,162.5,"NHS_HAR_CCG","E12000008","South East",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47420,133422,3,"Urban with Significant Rural (rural including hub towns 26-49%)","Urban with Significant Rural",72,0.2732,0.1081,NA,NA,NA,NA,NA
